cluster number,cluster name,FIPS
4,"Mostly Rural, Mid Socioeconomic Status",41065
1,"Semi-Urban, High Socioeconomic Status",41067
8,"Rural, High Socioeconomic Status",41069
1,"Semi-Urban, High Socioeconomic Status",41071
8,"Rural, High Socioeconomic Status",42001
1,"Semi-Urban, High Socioeconomic Status",42003
8,"Rural, High Socioeconomic Status",42005
1,"Semi-Urban, High Socioeconomic Status",42007
4,"Mostly Rural, Mid Socioeconomic Status",42009
1,"Semi-Urban, High Socioeconomic Status",42011
1,"Semi-Urban, High Socioeconomic Status",42013
4,"Mostly Rural, Mid Socioeconomic Status",42015
1,"Semi-Urban, High Socioeconomic Status",42017
8,"Rural, High Socioeconomic Status",42019
1,"Semi-Urban, High Socioeconomic Status",42021
4,"Mostly Rural, Mid Socioeconomic Status",42023
4,"Mostly Rural, Mid Socioeconomic Status",42025
1,"Semi-Urban, High Socioeconomic Status",42027
1,"Semi-Urban, High Socioeconomic Status",42029
4,"Mostly Rural, Mid Socioeconomic Status",42031
4,"Mostly Rural, Mid Socioeconomic Status",42033
4,"Mostly Rural, Mid Socioeconomic Status",42035
1,"Semi-Urban, High Socioeconomic Status",42037
4,"Mostly Rural, Mid Socioeconomic Status",42039
1,"Semi-Urban, High Socioeconomic Status",42041
1,"Semi-Urban, High Socioeconomic Status",42043
1,"Semi-Urban, High Socioeconomic Status",42045
8,"Rural, High Socioeconomic Status",42047
1,"Semi-Urban, High Socioeconomic Status",42049
4,"Mostly Rural, Mid Socioeconomic Status",42051
5,"Rural, Mid/Low Socioeconomic Status",42053
4,"Mostly Rural, Mid Socioeconomic Status",42055
4,"Mostly Rural, Mid Socioeconomic Status",42057
4,"Mostly Rural, Mid Socioeconomic Status",42059
4,"Mostly Rural, Mid Socioeconomic Status",42061
1,"Semi-Urban, High Socioeconomic Status",42063
4,"Mostly Rural, Mid Socioeconomic Status",42065
4,"Mostly Rural, Mid Socioeconomic Status",42067
1,"Semi-Urban, High Socioeconomic Status",42069
1,"Semi-Urban, High Socioeconomic Status",42071
1,"Semi-Urban, High Socioeconomic Status",42073
1,"Semi-Urban, High Socioeconomic Status",42075
1,"Semi-Urban, High Socioeconomic Status",42077
1,"Semi-Urban, High Socioeconomic Status",42079
1,"Semi-Urban, High Socioeconomic Status",42081
4,"Mostly Rural, Mid Socioeconomic Status",42083
1,"Semi-Urban, High Socioeconomic Status",42085
4,"Mostly Rural, Mid Socioeconomic Status",42087
1,"Semi-Urban, High Socioeconomic Status",42089
1,"Semi-Urban, High Socioeconomic Status",42091
1,"Semi-Urban, High Socioeconomic Status",42093
1,"Semi-Urban, High Socioeconomic Status",42095
4,"Mostly Rural, Mid Socioeconomic Status",42097
8,"Rural, High Socioeconomic Status",42099
2,"Semi-Urban, Mid/Low Socioeconomic Status",42101
4,"Mostly Rural, Mid Socioeconomic Status",42103
4,"Mostly Rural, Mid Socioeconomic Status",42105
4,"Mostly Rural, Mid Socioeconomic Status",42107
4,"Mostly Rural, Mid Socioeconomic Status",42109
4,"Mostly Rural, Mid Socioeconomic Status",42111
4,"Mostly Rural, Mid Socioeconomic Status",42113
4,"Mostly Rural, Mid Socioeconomic Status",42115
8,"Rural, High Socioeconomic Status",42117
5,"Rural, Mid/Low Socioeconomic Status",42119
4,"Mostly Rural, Mid Socioeconomic Status",42121
8,"Rural, High Socioeconomic Status",42123
1,"Semi-Urban, High Socioeconomic Status",42125
4,"Mostly Rural, Mid Socioeconomic Status",42127
1,"Semi-Urban, High Socioeconomic Status",42129
4,"Mostly Rural, Mid Socioeconomic Status",42131
1,"Semi-Urban, High Socioeconomic Status",42133
1,"Semi-Urban, High Socioeconomic Status",44001
1,"Semi-Urban, High Socioeconomic Status",44003
1,"Semi-Urban, High Socioeconomic Status",44005
1,"Semi-Urban, High Socioeconomic Status",44007
1,"Semi-Urban, High Socioeconomic Status",44009
4,"Mostly Rural, Mid Socioeconomic Status",45001
1,"Semi-Urban, High Socioeconomic Status",45003
2,"Semi-Urban, Mid/Low Socioeconomic Status",45005
1,"Semi-Urban, High Socioeconomic Status",45007
2,"Semi-Urban, Mid/Low Socioeconomic Status",45009
2,"Semi-Urban, Mid/Low Socioeconomic Status",45011
1,"Semi-Urban, High Socioeconomic Status",45013
1,"Semi-Urban, High Socioeconomic Status",45015
2,"Semi-Urban, Mid/Low Socioeconomic Status",45017
1,"Semi-Urban, High Socioeconomic Status",45019
4,"Mostly Rural, Mid Socioeconomic Status",45021
2,"Semi-Urban, Mid/Low Socioeconomic Status",45023
2,"Semi-Urban, Mid/Low Socioeconomic Status",45025
2,"Semi-Urban, Mid/Low Socioeconomic Status",45027
2,"Semi-Urban, Mid/Low Socioeconomic Status",45029
2,"Semi-Urban, Mid/Low Socioeconomic Status",45031
2,"Semi-Urban, Mid/Low Socioeconomic Status",45033
1,"Semi-Urban, High Socioeconomic Status",45035
5,"Rural, Mid/Low Socioeconomic Status",45037
2,"Semi-Urban, Mid/Low Socioeconomic Status",45039
2,"Semi-Urban, Mid/Low Socioeconomic Status",45041
2,"Semi-Urban, Mid/Low Socioeconomic Status",45043
1,"Semi-Urban, High Socioeconomic Status",45045
2,"Semi-Urban, Mid/Low Socioeconomic Status",45047
2,"Semi-Urban, Mid/Low Socioeconomic Status",45049
4,"Mostly Rural, Mid Socioeconomic Status",45051
2,"Semi-Urban, Mid/Low Socioeconomic Status",45053
4,"Mostly Rural, Mid Socioeconomic Status",45055
4,"Mostly Rural, Mid Socioeconomic Status",45057
2,"Semi-Urban, Mid/Low Socioeconomic Status",45059
2,"Semi-Urban, Mid/Low Socioeconomic Status",45061
1,"Semi-Urban, High Socioeconomic Status",45063
5,"Rural, Mid/Low Socioeconomic Status",45065
2,"Semi-Urban, Mid/Low Socioeconomic Status",45067
2,"Semi-Urban, Mid/Low Socioeconomic Status",45069
2,"Semi-Urban, Mid/Low Socioeconomic Status",45071
4,"Mostly Rural, Mid Socioeconomic Status",45073
2,"Semi-Urban, Mid/Low Socioeconomic Status",45075
1,"Semi-Urban, High Socioeconomic Status",45077
2,"Semi-Urban, Mid/Low Socioeconomic Status",45079
2,"Semi-Urban, Mid/Low Socioeconomic Status",45081
1,"Semi-Urban, High Socioeconomic Status",45083
2,"Semi-Urban, Mid/Low Socioeconomic Status",45085
2,"Semi-Urban, Mid/Low Socioeconomic Status",45087
2,"Semi-Urban, Mid/Low Socioeconomic Status",45089
1,"Semi-Urban, High Socioeconomic Status",45091
8,"Rural, High Socioeconomic Status",46003
1,"Semi-Urban, High Socioeconomic Status",46005
7,"Rural, American Indian",46007
5,"Rural, Mid/Low Socioeconomic Status",46009
1,"Semi-Urban, High Socioeconomic Status",46011
1,"Semi-Urban, High Socioeconomic Status",46013
8,"Rural, High Socioeconomic Status",46015
7,"Rural, American Indian",46017
8,"Rural, High Socioeconomic Status",46019
8,"Rural, High Socioeconomic Status",46021
4,"Mostly Rural, Mid Socioeconomic Status",46023
8,"Rural, High Socioeconomic Status",46025
1,"Semi-Urban, High Socioeconomic Status",46027
1,"Semi-Urban, High Socioeconomic Status",46029
7,"Rural, American Indian",46031
8,"Rural, High Socioeconomic Status",46033
1,"Semi-Urban, High Socioeconomic Status",46035
8,"Rural, High Socioeconomic Status",46037
8,"Rural, High Socioeconomic Status",46039
7,"Rural, American Indian",46041
8,"Rural, High Socioeconomic Status",46043
8,"Rural, High Socioeconomic Status",46045
8,"Rural, High Socioeconomic Status",46047
8,"Rural, High Socioeconomic Status",46049
8,"Rural, High Socioeconomic Status",46051
8,"Rural, High Socioeconomic Status",46053
8,"Rural, High Socioeconomic Status",46055
8,"Rural, High Socioeconomic Status",46057
8,"Rural, High Socioeconomic Status",46059
8,"Rural, High Socioeconomic Status",46061
8,"Rural, High Socioeconomic Status",46063
1,"Semi-Urban, High Socioeconomic Status",46065
8,"Rural, High Socioeconomic Status",46067
8,"Rural, High Socioeconomic Status",46069
7,"Rural, American Indian",46071
8,"Rural, High Socioeconomic Status",46073
8,"Rural, High Socioeconomic Status",46075
8,"Rural, High Socioeconomic Status",46077
8,"Rural, High Socioeconomic Status",46079
1,"Semi-Urban, High Socioeconomic Status",46081
1,"Semi-Urban, High Socioeconomic Status",46083
7,"Rural, American Indian",46085
8,"Rural, High Socioeconomic Status",46087
8,"Rural, High Socioeconomic Status",46089
8,"Rural, High Socioeconomic Status",46091
1,"Semi-Urban, High Socioeconomic Status",46093
7,"Rural, American Indian",46095
8,"Rural, High Socioeconomic Status",46097
1,"Semi-Urban, High Socioeconomic Status",46099
8,"Rural, High Socioeconomic Status",46101
1,"Semi-Urban, High Socioeconomic Status",46103
8,"Rural, High Socioeconomic Status",46105
8,"Rural, High Socioeconomic Status",46107
7,"Rural, American Indian",46109
8,"Rural, High Socioeconomic Status",46111
7,"Rural, American Indian",46113
8,"Rural, High Socioeconomic Status",46115
8,"Rural, High Socioeconomic Status",46117
8,"Rural, High Socioeconomic Status",46119
7,"Rural, American Indian",46121
8,"Rural, High Socioeconomic Status",46123
8,"Rural, High Socioeconomic Status",46125
8,"Rural, High Socioeconomic Status",46127
8,"Rural, High Socioeconomic Status",46129
1,"Semi-Urban, High Socioeconomic Status",46135
7,"Rural, American Indian",46137
1,"Semi-Urban, High Socioeconomic Status",47001
4,"Mostly Rural, Mid Socioeconomic Status",47003
4,"Mostly Rural, Mid Socioeconomic Status",47005
5,"Rural, Mid/Low Socioeconomic Status",47007
4,"Mostly Rural, Mid Socioeconomic Status",47009
1,"Semi-Urban, High Socioeconomic Status",47011
4,"Mostly Rural, Mid Socioeconomic Status",47013
4,"Mostly Rural, Mid Socioeconomic Status",47015
4,"Mostly Rural, Mid Socioeconomic Status",47017
4,"Mostly Rural, Mid Socioeconomic Status",47019
8,"Rural, High Socioeconomic Status",47021
4,"Mostly Rural, Mid Socioeconomic Status",47023
4,"Mostly Rural, Mid Socioeconomic Status",47025
4,"Mostly Rural, Mid Socioeconomic Status",47027
4,"Mostly Rural, Mid Socioeconomic Status",47029
4,"Mostly Rural, Mid Socioeconomic Status",47031
4,"Mostly Rural, Mid Socioeconomic Status",47033
4,"Mostly Rural, Mid Socioeconomic Status",47035
1,"Semi-Urban, High Socioeconomic Status",47037
4,"Mostly Rural, Mid Socioeconomic Status",47039
4,"Mostly Rural, Mid Socioeconomic Status",47041
4,"Mostly Rural, Mid Socioeconomic Status",47043
4,"Mostly Rural, Mid Socioeconomic Status",47045
4,"Mostly Rural, Mid Socioeconomic Status",47047
4,"Mostly Rural, Mid Socioeconomic Status",47049
4,"Mostly Rural, Mid Socioeconomic Status",47051
4,"Mostly Rural, Mid Socioeconomic Status",47053
4,"Mostly Rural, Mid Socioeconomic Status",47055
4,"Mostly Rural, Mid Socioeconomic Status",47057
4,"Mostly Rural, Mid Socioeconomic Status",47059
4,"Mostly Rural, Mid Socioeconomic Status",47061
4,"Mostly Rural, Mid Socioeconomic Status",47063
1,"Semi-Urban, High Socioeconomic Status",47065
4,"Mostly Rural, Mid Socioeconomic Status",47067
5,"Rural, Mid/Low Socioeconomic Status",47069
4,"Mostly Rural, Mid Socioeconomic Status",47071
4,"Mostly Rural, Mid Socioeconomic Status",47073
2,"Semi-Urban, Mid/Low Socioeconomic Status",47075
4,"Mostly Rural, Mid Socioeconomic Status",47077
4,"Mostly Rural, Mid Socioeconomic Status",47079
4,"Mostly Rural, Mid Socioeconomic Status",47081
4,"Mostly Rural, Mid Socioeconomic Status",47083
4,"Mostly Rural, Mid Socioeconomic Status",47085
4,"Mostly Rural, Mid Socioeconomic Status",47087
4,"Mostly Rural, Mid Socioeconomic Status",47089
4,"Mostly Rural, Mid Socioeconomic Status",47091
1,"Semi-Urban, High Socioeconomic Status",47093
5,"Rural, Mid/Low Socioeconomic Status",47095
2,"Semi-Urban, Mid/Low Socioeconomic Status",47097
4,"Mostly Rural, Mid Socioeconomic Status",47099
4,"Mostly Rural, Mid Socioeconomic Status",47101
4,"Mostly Rural, Mid Socioeconomic Status",47103
4,"Mostly Rural, Mid Socioeconomic Status",47105
4,"Mostly Rural, Mid Socioeconomic Status",47107
4,"Mostly Rural, Mid Socioeconomic Status",47109
4,"Mostly Rural, Mid Socioeconomic Status",47111
2,"Semi-Urban, Mid/Low Socioeconomic Status",47113
4,"Mostly Rural, Mid Socioeconomic Status",47115
4,"Mostly Rural, Mid Socioeconomic Status",47117
1,"Semi-Urban, High Socioeconomic Status",47119
4,"Mostly Rural, Mid Socioeconomic Status",47121
4,"Mostly Rural, Mid Socioeconomic Status",47123
1,"Semi-Urban, High Socioeconomic Status",47125
4,"Mostly Rural, Mid Socioeconomic Status",47127
5,"Rural, Mid/Low Socioeconomic Status",47129
4,"Mostly Rural, Mid Socioeconomic Status",47131
4,"Mostly Rural, Mid Socioeconomic Status",47133
4,"Mostly Rural, Mid Socioeconomic Status",47135
4,"Mostly Rural, Mid Socioeconomic Status",47137
4,"Mostly Rural, Mid Socioeconomic Status",47139
1,"Semi-Urban, High Socioeconomic Status",47141
4,"Mostly Rural, Mid Socioeconomic Status",47143
4,"Mostly Rural, Mid Socioeconomic Status",47145
4,"Mostly Rural, Mid Socioeconomic Status",47147
1,"Semi-Urban, High Socioeconomic Status",47149
4,"Mostly Rural, Mid Socioeconomic Status",47151
4,"Mostly Rural, Mid Socioeconomic Status",47153
4,"Mostly Rural, Mid Socioeconomic Status",47155
2,"Semi-Urban, Mid/Low Socioeconomic Status",47157
4,"Mostly Rural, Mid Socioeconomic Status",47159
4,"Mostly Rural, Mid Socioeconomic Status",47161
4,"Mostly Rural, Mid Socioeconomic Status",47163
1,"Semi-Urban, High Socioeconomic Status",47165
4,"Mostly Rural, Mid Socioeconomic Status",47167
4,"Mostly Rural, Mid Socioeconomic Status",47169
4,"Mostly Rural, Mid Socioeconomic Status",47171
4,"Mostly Rural, Mid Socioeconomic Status",47173
4,"Mostly Rural, Mid Socioeconomic Status",47175
4,"Mostly Rural, Mid Socioeconomic Status",47177
1,"Semi-Urban, High Socioeconomic Status",47179
5,"Rural, Mid/Low Socioeconomic Status",47181
4,"Mostly Rural, Mid Socioeconomic Status",47183
4,"Mostly Rural, Mid Socioeconomic Status",47185
1,"Semi-Urban, High Socioeconomic Status",47187
1,"Semi-Urban, High Socioeconomic Status",47189
5,"Rural, Mid/Low Socioeconomic Status",48001
3,"Semi-Urban, Hispanic",48003
3,"Semi-Urban, Hispanic",48005
4,"Mostly Rural, Mid Socioeconomic Status",48007
8,"Rural, High Socioeconomic Status",48009
8,"Rural, High Socioeconomic Status",48011
3,"Semi-Urban, Hispanic",48013
3,"Semi-Urban, Hispanic",48015
3,"Semi-Urban, Hispanic",48017
4,"Mostly Rural, Mid Socioeconomic Status",48019
3,"Semi-Urban, Hispanic",48021
4,"Mostly Rural, Mid Socioeconomic Status",48023
5,"Rural, Mid/Low Socioeconomic Status",48025
1,"Semi-Urban, High Socioeconomic Status",48027
3,"Semi-Urban, Hispanic",48029
4,"Mostly Rural, Mid Socioeconomic Status",48031
8,"Rural, High Socioeconomic Status",48033
4,"Mostly Rural, Mid Socioeconomic Status",48035
2,"Semi-Urban, Mid/Low Socioeconomic Status",48037
3,"Semi-Urban, Hispanic",48039
1,"Semi-Urban, High Socioeconomic Status",48041
3,"Semi-Urban, Hispanic",48043
3,"Semi-Urban, Hispanic",48045
3,"Semi-Urban, Hispanic",48047
4,"Mostly Rural, Mid Socioeconomic Status",48049
4,"Mostly Rural, Mid Socioeconomic Status",48051
4,"Mostly Rural, Mid Socioeconomic Status",48053
3,"Semi-Urban, Hispanic",48055
3,"Semi-Urban, Hispanic",48057
4,"Mostly Rural, Mid Socioeconomic Status",48059
3,"Semi-Urban, Hispanic",48061
3,"Semi-Urban, Hispanic",48063
8,"Rural, High Socioeconomic Status",48065
4,"Mostly Rural, Mid Socioeconomic Status",48067
3,"Semi-Urban, Hispanic",48069
1,"Semi-Urban, High Socioeconomic Status",48071
3,"Semi-Urban, Hispanic",48073
5,"Rural, Mid/Low Socioeconomic Status",48075
8,"Rural, High Socioeconomic Status",48077
3,"Semi-Urban, Hispanic",48079
8,"Rural, High Socioeconomic Status",48081
4,"Mostly Rural, Mid Socioeconomic Status",48083
6,"Young, Urban, Mid/High Socioeconomic Status",48085
3,"Semi-Urban, Hispanic",48087
3,"Semi-Urban, Hispanic",48089
8,"Rural, High Socioeconomic Status",48091
3,"Semi-Urban, Hispanic",48093
5,"Rural, Mid/Low Socioeconomic Status",48095
4,"Mostly Rural, Mid Socioeconomic Status",48097
1,"Semi-Urban, High Socioeconomic Status",48099
4,"Mostly Rural, Mid Socioeconomic Status",48101
3,"Semi-Urban, Hispanic",48103
3,"Semi-Urban, Hispanic",48105
3,"Semi-Urban, Hispanic",48107
3,"Semi-Urban, Hispanic",48109
3,"Semi-Urban, Hispanic",48111
3,"Semi-Urban, Hispanic",48113
3,"Semi-Urban, Hispanic",48115
3,"Semi-Urban, Hispanic",48117
4,"Mostly Rural, Mid Socioeconomic Status",48119
1,"Semi-Urban, High Socioeconomic Status",48121
3,"Semi-Urban, Hispanic",48123
5,"Rural, Mid/Low Socioeconomic Status",48125
3,"Semi-Urban, Hispanic",48127
4,"Mostly Rural, Mid Socioeconomic Status",48129
3,"Semi-Urban, Hispanic",48131
4,"Mostly Rural, Mid Socioeconomic Status",48133
3,"Semi-Urban, Hispanic",48135
3,"Semi-Urban, Hispanic",48137
3,"Semi-Urban, Hispanic",48139
3,"Semi-Urban, Hispanic",48141
3,"Semi-Urban, Hispanic",48143
2,"Semi-Urban, Mid/Low Socioeconomic Status",48145
4,"Mostly Rural, Mid Socioeconomic Status",48147
4,"Mostly Rural, Mid Socioeconomic Status",48149
4,"Mostly Rural, Mid Socioeconomic Status",48151
3,"Semi-Urban, Hispanic",48153
4,"Mostly Rural, Mid Socioeconomic Status",48155
6,"Young, Urban, Mid/High Socioeconomic Status",48157
4,"Mostly Rural, Mid Socioeconomic Status",48159
4,"Mostly Rural, Mid Socioeconomic Status",48161
3,"Semi-Urban, Hispanic",48163
3,"Semi-Urban, Hispanic",48165
1,"Semi-Urban, High Socioeconomic Status",48167
5,"Rural, Mid/Low Socioeconomic Status",48169
4,"Mostly Rural, Mid Socioeconomic Status",48171
8,"Rural, High Socioeconomic Status",48173
8,"Rural, High Socioeconomic Status",48175
3,"Semi-Urban, Hispanic",48177
3,"Semi-Urban, Hispanic",48179
4,"Mostly Rural, Mid Socioeconomic Status",48181
1,"Semi-Urban, High Socioeconomic Status",48183
5,"Rural, Mid/Low Socioeconomic Status",48185
3,"Semi-Urban, Hispanic",48187
3,"Semi-Urban, Hispanic",48189
3,"Semi-Urban, Hispanic",48191
4,"Mostly Rural, Mid Socioeconomic Status",48193
3,"Semi-Urban, Hispanic",48195
4,"Mostly Rural, Mid Socioeconomic Status",48197
4,"Mostly Rural, Mid Socioeconomic Status",48199
3,"Semi-Urban, Hispanic",48201
4,"Mostly Rural, Mid Socioeconomic Status",48203
5,"Rural, Mid/Low Socioeconomic Status",48205
3,"Semi-Urban, Hispanic",48207
3,"Semi-Urban, Hispanic",48209
3,"Semi-Urban, Hispanic",48211
4,"Mostly Rural, Mid Socioeconomic Status",48213
3,"Semi-Urban, Hispanic",48215
4,"Mostly Rural, Mid Socioeconomic Status",48217
3,"Semi-Urban, Hispanic",48219
4,"Mostly Rural, Mid Socioeconomic Status",48221
4,"Mostly Rural, Mid Socioeconomic Status",48223
5,"Rural, Mid/Low Socioeconomic Status",48225
3,"Semi-Urban, Hispanic",48227
3,"Semi-Urban, Hispanic",48229
4,"Mostly Rural, Mid Socioeconomic Status",48231
1,"Semi-Urban, High Socioeconomic Status",48233
8,"Rural, High Socioeconomic Status",48235
5,"Rural, Mid/Low Socioeconomic Status",48237
3,"Semi-Urban, Hispanic",48239
4,"Mostly Rural, Mid Socioeconomic Status",48241
4,"Mostly Rural, Mid Socioeconomic Status",48243
2,"Semi-Urban, Mid/Low Socioeconomic Status",48245
3,"Semi-Urban, Hispanic",48247
3,"Semi-Urban, Hispanic",48249
4,"Mostly Rural, Mid Socioeconomic Status",48251
5,"Rural, Mid/Low Socioeconomic Status",48253
5,"Rural, Mid/Low Socioeconomic Status",48255
1,"Semi-Urban, High Socioeconomic Status",48257
8,"Rural, High Socioeconomic Status",48259
3,"Semi-Urban, Hispanic",48261
8,"Rural, High Socioeconomic Status",48263
4,"Mostly Rural, Mid Socioeconomic Status",48265
4,"Mostly Rural, Mid Socioeconomic Status",48267
4,"Mostly Rural, Mid Socioeconomic Status",48269
3,"Semi-Urban, Hispanic",48271
3,"Semi-Urban, Hispanic",48273
3,"Semi-Urban, Hispanic",48275
4,"Mostly Rural, Mid Socioeconomic Status",48277
3,"Semi-Urban, Hispanic",48279
4,"Mostly Rural, Mid Socioeconomic Status",48281
3,"Semi-Urban, Hispanic",48283
4,"Mostly Rural, Mid Socioeconomic Status",48285
3,"Semi-Urban, Hispanic",48287
4,"Mostly Rural, Mid Socioeconomic Status",48289
4,"Mostly Rural, Mid Socioeconomic Status",48291
3,"Semi-Urban, Hispanic",48293
3,"Semi-Urban, Hispanic",48295
3,"Semi-Urban, Hispanic",48297
4,"Mostly Rural, Mid Socioeconomic Status",48299
5,"Rural, Mid/Low Socioeconomic Status",48301
3,"Semi-Urban, Hispanic",48303
3,"Semi-Urban, Hispanic",48305
3,"Semi-Urban, Hispanic",48307
3,"Semi-Urban, Hispanic",48309
3,"Semi-Urban, Hispanic",48311
5,"Rural, Mid/Low Socioeconomic Status",48313
4,"Mostly Rural, Mid Socioeconomic Status",48315
3,"Semi-Urban, Hispanic",48317
4,"Mostly Rural, Mid Socioeconomic Status",48319
3,"Semi-Urban, Hispanic",48321
3,"Semi-Urban, Hispanic",48323
3,"Semi-Urban, Hispanic",48325
3,"Semi-Urban, Hispanic",48327
3,"Semi-Urban, Hispanic",48329
3,"Semi-Urban, Hispanic",48331
4,"Mostly Rural, Mid Socioeconomic Status",48333
5,"Rural, Mid/Low Socioeconomic Status",48335
4,"Mostly Rural, Mid Socioeconomic Status",48337
1,"Semi-Urban, High Socioeconomic Status",48339
3,"Semi-Urban, Hispanic",48341
4,"Mostly Rural, Mid Socioeconomic Status",48343
4,"Mostly Rural, Mid Socioeconomic Status",48345
3,"Semi-Urban, Hispanic",48347
3,"Semi-Urban, Hispanic",48349
4,"Mostly Rural, Mid Socioeconomic Status",48351
3,"Semi-Urban, Hispanic",48353
3,"Semi-Urban, Hispanic",48355
3,"Semi-Urban, Hispanic",48357
8,"Rural, High Socioeconomic Status",48359
4,"Mostly Rural, Mid Socioeconomic Status",48361
4,"Mostly Rural, Mid Socioeconomic Status",48363
4,"Mostly Rural, Mid Socioeconomic Status",48365
8,"Rural, High Socioeconomic Status",48367
3,"Semi-Urban, Hispanic",48369
3,"Semi-Urban, Hispanic",48371
4,"Mostly Rural, Mid Socioeconomic Status",48373
3,"Semi-Urban, Hispanic",48375
3,"Semi-Urban, Hispanic",48377
4,"Mostly Rural, Mid Socioeconomic Status",48379
1,"Semi-Urban, High Socioeconomic Status",48381
3,"Semi-Urban, Hispanic",48383
4,"Mostly Rural, Mid Socioeconomic Status",48385
4,"Mostly Rural, Mid Socioeconomic Status",48387
3,"Semi-Urban, Hispanic",48389
3,"Semi-Urban, Hispanic",48391
8,"Rural, High Socioeconomic Status",48393
4,"Mostly Rural, Mid Socioeconomic Status",48395
1,"Semi-Urban, High Socioeconomic Status",48397
3,"Semi-Urban, Hispanic",48399
5,"Rural, Mid/Low Socioeconomic Status",48401
4,"Mostly Rural, Mid Socioeconomic Status",48403
4,"Mostly Rural, Mid Socioeconomic Status",48405
4,"Mostly Rural, Mid Socioeconomic Status",48407
3,"Semi-Urban, Hispanic",48409
3,"Semi-Urban, Hispanic",48411
3,"Semi-Urban, Hispanic",48413
3,"Semi-Urban, Hispanic",48415
8,"Rural, High Socioeconomic Status",48417
4,"Mostly Rural, Mid Socioeconomic Status",48419
3,"Semi-Urban, Hispanic",48421
1,"Semi-Urban, High Socioeconomic Status",48423
4,"Mostly Rural, Mid Socioeconomic Status",48425
3,"Semi-Urban, Hispanic",48427
3,"Semi-Urban, Hispanic",48429
3,"Semi-Urban, Hispanic",48431
4,"Mostly Rural, Mid Socioeconomic Status",48433
3,"Semi-Urban, Hispanic",48435
3,"Semi-Urban, Hispanic",48437
3,"Semi-Urban, Hispanic",48439
1,"Semi-Urban, High Socioeconomic Status",48441
3,"Semi-Urban, Hispanic",48443
3,"Semi-Urban, Hispanic",48445
4,"Mostly Rural, Mid Socioeconomic Status",48447
3,"Semi-Urban, Hispanic",48449
3,"Semi-Urban, Hispanic",48451
3,"Semi-Urban, Hispanic",48453
4,"Mostly Rural, Mid Socioeconomic Status",48455
4,"Mostly Rural, Mid Socioeconomic Status",48457
4,"Mostly Rural, Mid Socioeconomic Status",48459
3,"Semi-Urban, Hispanic",48461
3,"Semi-Urban, Hispanic",48463
3,"Semi-Urban, Hispanic",48465
4,"Mostly Rural, Mid Socioeconomic Status",48467
3,"Semi-Urban, Hispanic",48469
5,"Rural, Mid/Low Socioeconomic Status",48471
3,"Semi-Urban, Hispanic",48473
3,"Semi-Urban, Hispanic",48475
4,"Mostly Rural, Mid Socioeconomic Status",48477
3,"Semi-Urban, Hispanic",48479
3,"Semi-Urban, Hispanic",48481
3,"Semi-Urban, Hispanic",48483
1,"Semi-Urban, High Socioeconomic Status",48485
3,"Semi-Urban, Hispanic",48487
3,"Semi-Urban, Hispanic",48489
1,"Semi-Urban, High Socioeconomic Status",48491
3,"Semi-Urban, Hispanic",48493
3,"Semi-Urban, Hispanic",48495
4,"Mostly Rural, Mid Socioeconomic Status",48497
4,"Mostly Rural, Mid Socioeconomic Status",48499
3,"Semi-Urban, Hispanic",48501
4,"Mostly Rural, Mid Socioeconomic Status",48503
3,"Semi-Urban, Hispanic",48505
3,"Semi-Urban, Hispanic",48507
1,"Semi-Urban, High Socioeconomic Status",49001
1,"Semi-Urban, High Socioeconomic Status",49003
1,"Semi-Urban, High Socioeconomic Status",49005
1,"Semi-Urban, High Socioeconomic Status",49007
8,"Rural, High Socioeconomic Status",49009
1,"Semi-Urban, High Socioeconomic Status",49011
8,"Rural, High Socioeconomic Status",49013
8,"Rural, High Socioeconomic Status",49015
4,"Mostly Rural, Mid Socioeconomic Status",49017
1,"Semi-Urban, High Socioeconomic Status",49019
1,"Semi-Urban, High Socioeconomic Status",49021
1,"Semi-Urban, High Socioeconomic Status",49023
8,"Rural, High Socioeconomic Status",49025
8,"Rural, High Socioeconomic Status",49027
8,"Rural, High Socioeconomic Status",49029
4,"Mostly Rural, Mid Socioeconomic Status",49031
8,"Rural, High Socioeconomic Status",49033
1,"Semi-Urban, High Socioeconomic Status",49035
7,"Rural, American Indian",49037
1,"Semi-Urban, High Socioeconomic Status",49039
8,"Rural, High Socioeconomic Status",49041
1,"Semi-Urban, High Socioeconomic Status",49043
1,"Semi-Urban, High Socioeconomic Status",49045
1,"Semi-Urban, High Socioeconomic Status",49047
1,"Semi-Urban, High Socioeconomic Status",49049
1,"Semi-Urban, High Socioeconomic Status",49051
1,"Semi-Urban, High Socioeconomic Status",49053
4,"Mostly Rural, Mid Socioeconomic Status",49055
1,"Semi-Urban, High Socioeconomic Status",49057
8,"Rural, High Socioeconomic Status",50001
8,"Rural, High Socioeconomic Status",50003
8,"Rural, High Socioeconomic Status",50005
1,"Semi-Urban, High Socioeconomic Status",50007
4,"Mostly Rural, Mid Socioeconomic Status",50009
8,"Rural, High Socioeconomic Status",50011
8,"Rural, High Socioeconomic Status",50013
8,"Rural, High Socioeconomic Status",50015
8,"Rural, High Socioeconomic Status",50017
4,"Mostly Rural, Mid Socioeconomic Status",50019
8,"Rural, High Socioeconomic Status",50021
8,"Rural, High Socioeconomic Status",50023
8,"Rural, High Socioeconomic Status",50025
